1451	How wet my pussy is.	INTL
1452	Having shotguns for legs.	INTL
1453	Bullshit.	INTL
1454	Blowing my boyfriend so hard so he shits.	INTL
1455	Cumming deep inside my best bro.	INTL
1456	Being awesome at sex.	INTL
1457	Santa Claus.	INTL
1458	Having a penis.	INTL
1459	Gay aliens.	INTL
1460	Jafar.	RED
1461	Jumping out at people.	RED
1462	The mixing of the races.	RED
1463	The Harlem Globetrotters.	RED
1464	Scrotal frostbite.	RED
1465	Statistically validated stereotypes.	RED
1466	Pretty Pretty Princess Dress-Up Board Game.&reg;	RED
1467	Making shit up.	RED
1468	Mufasa's death scene.	RED
1469	Having $57 in the bank.	RED
1470	A sales team of clowns and pedophiles.	RED
1471	Survivor's guilt.	RED
1472	The mere concept of Applebees.&reg;	RED
1473	Boris the Soviet Love Hammer.	RED
1474	Not having sex.	RED
1475	Indescribably loneliness.	RED
1476	One thousand Slim Jims.	RED
1477	A nuanced critique.	RED
1478	A nautical theme.	RED
1479	The black Power Ranger.	RED
1480	Neil Patrick Harris.	RED
1481	Bill Clinton, naked on a bearskin rug with a saxophone.	RED
1482	The hose.	RED
1483	Finding Waldo.	RED
1484	Fuck Mountain.	RED
1485	Unlimited soup, salad, and breadsticks.	RED
1486	Syphilitic insanity.	RED
1487	Oncoming traffic.	RED
1488	Suicide bombers.	RED
1489	Some kind of bird-man.	RED
1490	Ryan Goslin riding in on a white horse.	RED
1491	Living in a trash can.	RED
1492	Historical revisionism.	RED
1493	A passionate Latino lover.	RED
1494	Roland the Farter, flatulist to the king.	RED
1495	Consent.	RED
1496	An unhinged Ferris wheel rolling toward the sea.	RED
1497	A plunger to the face.	RED
1498	Shaft.	RED
1499	Big Bird's crown, crusty asshole.	RED
1500	Filling every orifice with butterscotch pudding.	RED
1501	A fortuitous turnip harvest.	RED
1502	Buying the right pants to be cool.	RED
1503	Getting hilariously gang-banged by the Blue Man Group.	RED
1504	A phantasmagoria of anal delights.	RED
1505	The new Radiohead album.	RED
1506	24-hour media coverage.	RED
1507	Gargling jizz.	RED
1508	A dollop of sour cream.	RED
1509	Demonic possession.	RED
1510	Chugging a lava lamp.	RED
1511	Jeff Goldblum.	RED
1512	The day the birds attacked.	RED
1513	Subduing a grizzly bear and making her your wife.	RED
1514	A sofa that says "I have style, but I like to be comfortable."	RED
1515	Dorito breath.	RED
1516	The way white people is.	RED
1517	Fetal alcohol syndrome.	RED
1518	The Quesadilla Explosion Salad&trade; from Chili's.&reg;	RED
1519	Racial profiling.	RED
1520	Special musical guest, Cher.	RED
1521	A crappy little hand.	RED
1522	The systemic destruction of an entire people and their way of life.	RED
1523	Clenched butt cheeks.	RED
1524	Filing my son with spaghetti.	RED
1525	Blowing some dudes in an alley.	RED
1526	Words, words, words.	RED
1527	Clams.	RED
1528	Hot doooooooogs!	RED
1529	Andr&eacute; the Giant's enormous, leathery scrotum.	RED
1530	A greased-up Matthew McConaughey.	RED
1531	A pile of squirming bodies.	RED
1532	A bloody pacifier.	RED
1533	Medieval Times&reg; Dinner &amp; Tournament.	RED
1534	Just the tip.	RED
1535	One ring to rule them all.	RED
1536	The milk that comes out of a person.	RED
1537	A sweet spaceship.	RED
1538	Big ol' floppy titties.	RED
1539	A 55-gallon drum of lube.	RED
1540	Sorcery.	RED
1541	Getting your dick stuck in a Chinese finger trap with another dick.	RED
1542	Weapons grade plutonium.	RED
1543	Mad hacky-sack skills.	RED
1544	Emotional baggage.	RED
1545	Insatiable bloodlust.	RED
1546	Hillary Clinton.	RED
1547	Catastrophic urethral trauma.	RED
1548	Putting an entire peanut butter and jelly sandwich into the VCR.	RED
1549	Crying into the pages of Sylvia Plath.	RED
1550	A spontaneous conga line.	RED
1551	A Japanese tourist who wants something very badly but cannot communicate it.	RED
1552	A boo-boo.	RED
1553	A black-owned and operated business.	RED
1554	The moist, demanding chasm of his mouth.	RED
1555	Velcro.&trade;	RED
1556	The shambling corpse of Larry King.	RED
1557	Drinking my bro's pee-pee right out of his peen.	RED
1558	Quiche.	RED
1559	Some really fucked up shit.	RED
1560	Warm, velvety muppet sex.	RED
1561	The primal, ball-slapping sex your parents are having right now.	RED
1562	A bigger, blacker dick.	RED
1563	Crabapples all over the fucking sidewalk.	RED
1564	Bosnian chick farmers.	RED
1565	Sanding off a man's nose.	RED
1566	The harsh light of day.	RED
1567	Vietnam flashbacks.	RED
1568	Savagely beating a mascot.	RED
1569	Staring at a painting and going "hmmmmmm..."	RED
1570	Nubile slave boys.	RED
1571	Drinking ten 5-hour ENERGYs&reg; to get fifty continuous hours of energy.	RED
1572	A sweaty, panting leather daddy.	RED
1573	My manservant, Claude.	RED
1574	Khakis.	BLUE
1575	Bathing in moonsblood and dancing around the ancient oak.	BLUE
1576	The passage of time.	BLUE
1577	A one-way ticket to Gary, Indiana.	BLUE
1578	The power of the Dark Side.	BLUE
1579	A team of lawyers.	BLUE
1580	Getting eaten alive by Guy Fieri.	BLUE
1581	Figuring out how to have sex with a dolphin.	BLUE
1582	Some sort of Asian.	BLUE
1583	Vegetarian options.	BLUE
1584	An inability to form meaningful relationships.	BLUE
1585	One unforgettable night of passion.	BLUE
1586	Important news about Taylor Swift.	BLUE
1587	The all-new Nissan Pathfinder with 0.9% APR financing!	BLUE
1588	Free ice cream, yo.	BLUE
1589	My boyfriend's stupid penis.	BLUE
1590	A mouthful of potato salad.	BLUE
1591	Our new Buffalo Chicken Dippers&reg;!	BLUE
1592	Crying and shitting and eat spaghetti.	BLUE
1593	A fart.	BLUE
1594	Actual mutants with medical conditions and no superpowers.	BLUE
1595	Deez nuts.	BLUE
1596	Africa.	BLUE
1597	Finally finishing off the Indians.	BLUE
1598	Owls, the perfect predator.	BLUE
1599	A dance move that's just sex.	BLUE
1600	Ass to mouth.	BLUE
1601	Bouncing up and down.	BLUE
1602	Walking into a glass door.	BLUE
1603	Eating together like a god damn family for once.	BLUE
1604	No longer finding any Cards Against Humanity card funny.	BLUE
1605	Treasures beyond your wildest dreams.	BLUE
1606	Ejaculating live bees and the bees are angry.	BLUE
1607	Sucking all the milk out of a yak.	BLUE
1608	Falling into the toilet.	BLUE
1609	The color "puce."	BLUE
1610	An oppressed people with a vibrant culture.	BLUE
1611	Out-of-this-world bazongas.	BLUE
1612	Getting caught by the police and going to jail.	BLUE
1613	The sweet song of sword against sword and the braying of mighty war beasts.	BLUE
1614	A sex goblin with a carnival penis.	BLUE
1615	Genghis Khan's DNA.	BLUE
1616	A gender identity that can only be conveyed through slam poetry.	BLUE
1617	The ghost of Marlon Brando.	BLUE
1618	Immortality cream.	BLUE
1619	Butt stuff.	BLUE
1620	Getting offended.	BLUE
1621	My dad's dumb fucking face.	BLUE
1622	A bunch of idiots playing a card game instead of interacting like normal humans.	BLUE
1623	Neil Diamond's Greatest Hits.	BLUE
1624	Whatever a McRib&reg; is made of.	BLUE
1625	Total fucking chaos.	BLUE
1626	Whispering all sexy.	BLUE
1627	Calculating every mannerism so as not to suggest homosexuality.	BLUE
1628	Some shit-hot guitar licks.	BLUE
1629	No clothes on, penis in vagina.	BLUE
1630	Sports.	BLUE
1631	How awesome I am.	BLUE
1632	The white half of Barack Obama.	BLUE
1633	An overwhelming variety of cheeses.	BLUE
1634	Ejaculating inside another man's wife.	BLUE
1635	Getting shot by the police.	BLUE
1636	Beloved television star Bill Cosby.	BLUE
1637	The tiger that killed my father.	BLUE
1638	Changing a person's mind with logic and facts.	BLUE
1639	Child Protective Services.	BLUE
1640	A peyote-fueled vision quest.	BLUE
1641	Cute boys.	BLUE
1642	A hopeless amount of spiders.	BLUE
1643	The swim team, all at once.	BLUE
1644	Whatever you wish, mother.	BLUE
1645	A possible Muslim.	BLUE
1646	All the single ladies.	BLUE
1647	Letting out 20 years' worth of farts.	BLUE
1648	Being paralyzed from the neck down.	BLUE
1649	The eight gay warlocks who dictate the rules of fashion.	BLUE
1650	Shapes and colors.	BLUE
1651	Seeing my village burned and my family slaughtered before my eyes.	BLUE
1652	Filling a man's anus with concrete.	BLUE
1653	Peeing into a girl's butt to make a baby.	BLUE
1654	Meaningless sex.	BLUE
1655	Wearing glasses and sounding smart.	BLUE
1656	Setting my balls on fire and cartwheeling to Ohio.	BLUE
1657	Child support payments.	BLUE
1658	Being John Malkovich.	BLUE
1659	Throwing stones at a man until he dies.	BLUE
1660	A shiny rock that proves I love you.	BLUE
1661	Kale.	BLUE
1662	Stuffing a child's face with Fun Dip&reg; until he starts having fun.	BLUE
1663	A turd.	BLUE
1664	Party Mexicans.	BLUE
1665	Too much cocaine.	BLUE
1666	Like a million alligators.	BLUE
1667	Grammar nazis who are also regular Nazis.	BLUE
1668	A face full of horse cum.	BLUE
1669	Fresh dill from the patio.	BLUE
1670	Boring vaginal sex.	BLUE
1671	Crazy opium eyes.	BLUE
1672	AIDS monkeys.	BLUE
1673	Crippling social anxiety.	BLUE
1674	Not believing in giraffes.	BLUE
1675	An interracial handshake.	BLUE
1676	Irrefutable evidence that God is real.	BLUE
1677	A zero-risk way to make $2,000 from home.	BLUE
1678	My sex dungeon.	BLUE
1679	Being nine years old.	BLUE
1680	Daddy.	BLUE
1681	Unquestioning obedience.	BLUE
1682	A bass drop so huge it tears the starry vault asunder to reveal the face of God.	BLUE
1683	Sharks with legs.	BLUE
1684	Generally having no idea what's going on.	BLUE
1685	Bullets.	BLUE
1686	An unforgettable quincea&ntilde;era.	BLUE
1687	Two whales fucking the shit out of each other.	BLUE
1688	A whole lotta woman.	BLUE
1689	A self-microwaving burrito.	BLUE
1690	Snorting coke off a clown's boner.	BLUE
1691	A buttload of candy.	BLUE
1692	A thrilling chase over the rooftops of Rio de Janeiro.	BLUE
1693	Dem titties.	BLUE
1694	The amount of gay I am.	BLUE
1695	My first period.	BLUE
1696	Common-sense gun control legislation.	BLUE
1697	Being a terrible mother.	BLUE
1698	Being popular and good at sports.	BLUE
1699	Never having sex again.	BLUE
1700	A giant powdery manbaby.	BLUE
1701	A crazy little thing called love.	BLUE
1702	Stupid.	BLUE
1703	The best taquito in the galaxy.	BLUE
1704	Fucking a corpse back to life.	BLUE
1705	A pizza guy who fucked up.	BLUE
1706	Ennui.	BLUE
1707	Injecting speed into one arm and horse tranquilizer into the other.	BLUE
1708	Lots and lots of abortions.	BLUE
1709	Eggs.	BLUE
1710	My worthless son.	BLUE
1711	Blowjobs for everyone.	BLUE
1824	Critical thinking.	GREEN
1712	Shitting all over the floor like a bad, bad girl.	BLUE
1713	An uninterrupted history of imperialism and exploitation.	BLUE
1714	The unbelievable world of mushrooms.	BLUE
1715	A horse with no legs.	BLUE
1716	Having been dead for a while.	BLUE
1717	Drinking responsibly.	BLUE
1718	Breastfeeding a ten-year-old.	BLUE
1719	Going to a high school reunion on ketamine.	BLUE
1720	Backwards knees.	BLUE
1721	Gwyneth Paltrow's opinions.	BLUE
1722	The basic suffering that pervades all of existence.	BLUE
1723	Cutting off a flamingo's legs with garden shears.	BLUE
1724	The secret formula for ultimate female satisfaction.	BLUE
1725	Seeing things from Hitler's perspective.	BLUE
1726	A constant need for validation.	BLUE
1727	Jizz.	BLUE
1728	What Jesus would do.	BLUE
1729	A Ugandan warlord.	BLUE
1730	Slowly easing down onto a cucumber.	BLUE
1731	Smoking crack, for instance.	BLUE
1732	A kiss on the lips.	BLUE
1733	The haunting stare of an Iraqi child.	BLUE
1734	A sex comet from Neptune that plunges the Earth into eternal sexiness.	BLUE
1735	Giant sperm from outer space.	BLUE
1736	The euphoric rush of strangling a drifter.	BLUE
1737	Morpheus.	BLUE
1738	Mom's new boyfriend.	BLUE
1739	Blackface.	BLUE
1740	Every ounce of charisma left in Mick Jagger's tired body.	BLUE
1741	Sudden penis loss.	BLUE
1742	Daddy's credit card.	BLUE
1743	Ripping a dog in half.	BLUE
1744	Angelheaded hipsters burning for the ancient heavenly connection to the starry dynamo in the machinery of the night.	BLUE
1745	Interspecies marriage.	BLUE
1746	Cancer.	BLUE
1747	The male gaze.	BLUE
1748	Being worshipped as the one true God.	BLUE
1749	All these decorative pillows.	BLUE
1750	Unrelenting genital punishment.	BLUE
1751	Exploding pigeons.	BLUE
1752	A disappointing salad.	BLUE
1753	The dentist.	BLUE
1754	Moderate-to-severe joint pain.	BLUE
1755	Getting drive-by shot.	BLUE
1756	The black half of Barack Obama.	BLUE
1757	Western standards of beauty.	BLUE
1758	A reason not to commit suicide.	BLUE
1759	40 acres and a mule.	BLUE
1760	Such a big boy.	BLUE
1761	10 Incredible Facts About the Anus.	BLUE
1762	A manhole.	BLUE
1763	The size of my penis.	BLUE
1764	The complex geopolitical quagmire that is the Middle East.	BLUE
1765	My dead son's baseball glove.	BLUE
1766	Robots who just want to party.	BLUE
1767	A whole new kind of porn.	BLUE
1768	Ambiguous sarcasm.	BLUE
1769	Russian super-tuberculosis.	BLUE
1770	Prince Ali, fabulous he, Ali Ababwa.	BLUE
1771	Doing the right stuff to her nipples.	BLUE
1772	Ancient Athenian boy-fucking.	BLUE
1773	The eighth graders.	BLUE
1774	September 11th, 2001.	BLUE
1775	The safe word.	BLUE
1776	Doo-doo.	BLUE
1777	Blackula.	BLUE
1778	Anal fissures like you wouldn't believe.	BLUE
1779	Texas.	BLUE
1780	Going down on a woman, discovering that her vaginas is filled with eyeballs, and being totally into that.	BLUE
1781	P.F. Chang himself.	BLUE
1782	Almost giving money to a homeless person.	BLUE
1783	Depression.	BLUE
1784	Growing up chained to a radiator in perpetual darkness.	BLUE
1785	Three consecutive seconds of happiness.	BLUE
1786	Going inside at some point because of the mosquitoes.	BLUE
1787	Pussy.	BLUE
1788	Unsheathing my massive horse cock.	BLUE
1789	A woman.	BLUE
1790	Turning the rivers red with the blood of infidels.	BLUE
1791	A woman who is so cool that he rides on a motorcycle.	BLUE
1792	The peaceful and nonthreatening rise of China.	BLUE
1793	A chimpanzee in sunglasses fucking your wife.	BLUE
1794	Finding a nice elevator to poop in.	GREEN
1795	An incurable homosexual.	GREEN
1796	The body of a 46-year-old man.	GREEN
1797	Mixing M&amp;Ms and Skittles like some kind of psychopath.	GREEN
1798	Grunting for ten minutes and then peeing sand.	GREEN
1799	Gay thoughts.	GREEN
1800	When the big truck goes "Toot! Toot!"	GREEN
1801	Water.	GREEN
1802	Becoming the President of the United States.	GREEN
1803	Hot lettuce.	GREEN
1804	Rock-hard tits and a huge vagina.	GREEN
1805	Meatloaf, the man.	GREEN
1806	Smashing my balls at the moment of climax.	GREEN
1807	A creature made of penises that must constantly arouse itself to survive.	GREEN
1808	My brother's hot friends.	GREEN
1809	You.	GREEN
1810	Getting high with mom.	GREEN
1811	Twisting my cock and balls into a balloon poodle.	GREEN
1812	Loud, scary thunder.	GREEN
1813	Whomsoever let the dogs out.	GREEN
1814	Having a vagina.	GREEN
1815	A man with the head of a goat and the body of a goat.	GREEN
1816	Taking the form of a falcon.	GREEN
1817	A hug.	GREEN
1818	Putting more black people in jail.	GREEN
1819	Trevor, the world's greatest boyfriend.	GREEN
1820	Anal.	GREEN
1821	Just now finding out about the Armenian Genocide.	GREEN
1822	Getting the Dorito crumbs out of my pubes.	GREEN
1823	A man in a suit with perfect hair who tells you beautiful lies.	GREEN
1825	Quacking like a duck in lieu of a cogent argument.	GREEN
1826	A long business meeting with no obvious purpose.	GREEN
1827	Facilitating dialogue and deconstructing binaries.	GREEN
1828	Getting killed and dragged up a tree by a leopard.	GREEN
1829	Brunch.	GREEN
1830	Child labor.	GREEN
1831	Esmeralda, my most beautiful daughter.	GREEN
1832	The feeling of going to McDonald's as a 6-year-old.	GREEN
1833	Eating people.	GREEN
1834	Art.	GREEN
1835	Having sex with your mom.	GREEN
1836	The hottest MILF in Dallas.	GREEN
1837	Getting trapped in a conversation about Ayn Rand.	GREEN
1838	Happy daddies with happy sandals.	GREEN
1839	A dolphin that learns to talk and becomes the Dead of Harvard Law School.	GREEN
1840	The graceful path of an autumn leaf as it falls to its earthen cradle.	GREEN
1841	Meatloaf, the food.	GREEN
1842	10,000 shrieking teenage girls.	GREEN
1843	Chris Hemsworth.	GREEN
1844	Straight blazin' 24/7.	GREEN
1845	Objectifying women.	GREEN
1846	The mysterious fog rolling into town.	GREEN
1847	Math.	GREEN
1848	Restoring Germany to its former glory.	GREEN
1849	Exploring each other's buttholes.	GREEN
1850	An old dog full of tumors.	GREEN
1851	Antidepressants.	GREEN
1852	Having an awesome time drinking and driving.	GREEN
1853	Jazz.	GREEN
1854	Dumpster juice.	GREEN
1855	Raising three kids on minimum wage.	GREEN
1856	Going to bed at a reasonable hour.	GREEN
1857	10 football players with erections barreling towards you at full speed.	GREEN
1858	Working so hard to have muscles and then having them.	GREEN
1859	Turning 32.	GREEN
1860	Albert Einstein but if he had a huge muscles and a rhinoceros cock.	GREEN
1861	Assassinating the president.	GREEN
1862	A woman's right to choose.	GREEN
1863	Eternal screaming madness.	GREEN
1864	Late-stage dementia.	GREEN
1865	Consensual, nonreproductive incest.	GREEN
1866	Swearing praise upon the Sultan's hideous daughters.	GREEN
1867	A cheerfulness that belies a deep-seated self-loathing.	GREEN
1868	An arrangement wherein I give a person money they have sex with me.	GREEN
1869	A genetic predisposition for alcoholism.	GREEN
1870	The wind.	GREEN
1871	Getting pegged.	GREEN
1872	Period poops.	GREEN
1873	The chicken from Popeyes. &reg;	GREEN
1874	A massive collection of child pornography.	GREEN
1875	A big, beautiful mouth packed to the brim with sparkling teeth.	GREEN
1876	Pooping in the potty.	GREEN
1877	Getting eaten out by a dog.	GREEN
1878	Munchin' puss.	GREEN
1879	It being too late to stop having sex with a horse.	GREEN
1880	One of those "blow jobs" I've been hearing so much about.	GREEN
1881	The lived experience of African Americans.	GREEN
1882	Prematurely ejaculating like a total loser.	GREEN
1883	Big, smart money boys tap-tapping on their keyboards.	GREEN
1884	Homework.	GREEN
1885	A finger up the butt.	GREEN
1886	Tiny, rancid girl farts.	GREEN
1887	The sweet, forbidden meat of the money.	GREEN
1888	Farting all over my face with your tight little asshole.	GREEN
1889	Doing a somersault and barfing.	GREEN
1890	The government.	GREEN
1891	How good lead paint taste.	GREEN
1892	Every man's ultimate fantasy: a perfectly cylindrical vagina.	GREEN
1893	Rubbing my bush all over your bald head.	GREEN
1894	Feeling the emotion of anger.	GREEN
1895	Gregor, my largest son.	GREEN
1896	A strong horse and enough rations for thirty days.	GREEN
1897	Getting aborted.	GREEN
1898	Systems and policies designed to preserve centuries-old power structures.	GREEN
1899	Overthrowing the democratically-elected government of Chile.	GREEN
1900	A weird guy who says weird stuff and weirds me out.	GREEN
1901	How strange it is to be anything at all.	GREEN
1902	Twenty cheerleaders laughing at your tiny penis.	GREEN
1903	Everything.	GREEN
1904	The flaming wreckage of the International Space Station.	GREEN
1905	A duffel bag full of lizards.	GREEN
1906	Beyonc&eacute;.	GREEN
1907	The fear and hatred in men's hearts.	GREEN
1908	One of them big-city Jew lawyers.	GREEN
1909	An empowered woman.	GREEN
1910	Tables.	GREEN
1911	The amount of baby carrots I can fit up my ass.	GREEN
1912	Farting a huge shit out of my pussy.	GREEN
1913	Being sexually attracted to children.	GREEN
1914	Participating.	GREEN
1915	Blossoming into a beautiful young woman.	GREEN
1916	Discovering that what I really want in life is to kill people and have sex with their corpses.	GREEN
1917	Breastfeeding in public like a radiant earth goddess.	GREEN
1918	ISIS.	GREEN
1919	All these people I've killed.	GREEN
1920	The full force of the American military.	GREEN
1921	Eating ass.	GREEN
1922	Who really did 9/11.	GREEN
1923	Condoleezza Rice.	GREEN
1924	Content.	GREEN
1925	Creamy slices of real, California avocado.	GREEN
1926	How sad it will be when Morgan Freeman dies.	GREEN
1927	A black friend.	GREEN
1928	Whooping your ass at Mario Kart.	GREEN
1929	Sudden and unwanted slam poetry.	GREEN
1930	A cold and indifferent universe.	GREEN
2041	<i>Pure Moods</i> , Vol. 1.	90s
1931	The best, deepest quotes from The Dark Night.	GREEN
1932	Salsa Night at Dave's Cantina.	GREEN
1933	Dominating a man by peeing on his eldest son.	GREEN
1934	Two shitty kids and a garbage husband.	GREEN
1935	The Rwandan Genocide.	GREEN
1936	The LGBT community.	GREEN
1937	Founding a major world religion.	GREEN
1938	Rolling so hard.	GREEN
1939	My huge penis and substantial fortune.	GREEN
1940	Forty-five minutes of finger blasting.	GREEN
1941	How great my ass looks in these jeans.	GREEN
1942	Pooping in a leotard and hoping no one notices.	GREEN
1943	Guns.	GREEN
1944	Getting this party started!	GREEN
1945	Twenty bucks.	GREEN
1946	Getting laid like all the time.	GREEN
1947	A big ol' plate of fettuccine alfredo.	GREEN
1948	Showing all the boys my pussy.	GREEN
1949	Fucking me good and taking me to Red Lobster.&reg;	GREEN
1950	A terrified fat child who won't come out of the bushes.	GREEN
1951	Doritos and a Fruit Roll-Up.	GREEN
1952	Mommy and daddy fighting all the time.	GREEN
1953	Holding the proper political beliefs of my time to attract a mate.	GREEN
1954	Onions.	GREEN
1955	Self-identifying as a DJ.	GREEN
1956	Watching you die.	GREEN
1957	Some real spicy shrimps.	GREEN
1958	A burrito that's just sour cream.	GREEN
1959	The bond between a woman and her horse.	GREEN
1960	The secret to truly resilient hair.	GREEN
1961	Mental illness.	GREEN
1962	Gayle from HR.	GREEN
1963	Informing you that I am a registered sex offender.	GREEN
1964	A negative body image that is totally justified.	GREEN
1965	Political correctness.	GREEN
1966	The clown that followed me home from the grocery store.	GREEN
1967	That bitch, Stacy.	GREEN
1968	Ejaculating at the apex of a cartwheel.	GREEN
1969	Gazpacho.	GREEN
1970	Having sex with a man and then eating his head.	GREEN
1971	An older man.	GREEN
1972	An X-Man whose power is that he has sex with dogs and children.	GREEN
1973	Out-of-control teenage blowjob parties.	GREEN
1974	Tender chunks of all-white-meat chicken.	GREEN
1975	Crushing the patriarchy.	GREEN
1976	The full blown marginalization of ugly people.	GREEN
1977	Aborting the shit out of a fetus.	GREEN
1978	Film roles for actresses over 40.	GREEN
1979	Plowing that ass like a New England corn farmer.	GREEN
1980	Huge big balls full of jizz.	GREEN
1981	Some of that good dick.	GREEN
1982	Being turned into sausages.	GREEN
1983	Hating Jews.	GREEN
1984	Crazy anal orgasms.	GREEN
1985	Regurgitating a half-digested sparrow.	GREEN
1986	The ol' penis-in-the-popcorn surprise.	GREEN
1987	A tiny fireman who puts out tiny fires.	GREEN
1988	Dis bitch.	GREEN
1989	Trees.	GREEN
1990	Three hours of nonstop penetration.	GREEN
1991	Slamming a dunk.	GREEN
1992	Starting a shitty podcast.	GREEN
1993	Gary.	GREEN
1994	Feminism.	GREEN
1995	Our baby.	GREEN
1996	Falling into a pit of waffles.	GREEN
1997	A woman's perspective.	GREEN
1998	Chipotle.	GREEN
1999	Scissoring, if that's a thing.	GREEN
2000	Watching a hot person eat.	GREEN
2001	Defeating a gorilla in single combat.	GREEN
2002	Bad emotions I don't want.	GREEN
2003	A creepy child singing a nursery rhyme.	GREEN
2004	Comprehensive immigration reform.	GREEN
2005	Denying the Holocaust.	GREEN
2006	Two beautiful pig sisters.	GREEN
2007	Catching a live salmon in your mouth.	GREEN
2008	Daddy going away forever.	GREEN
2009	A medium horchata.	GREEN
2010	Libertarians.	GREEN
2011	Picking up a glass of water and taking a sip and being the president.	GREEN
2012	Waking up inside of a tornado.	GREEN
2013	Making out and stuff.	GREEN
2014	A slowly encroaching circle of wolves.	GREEN
2015	Opening your mouth to talk and a big penis fops out.	GREEN
2016	Eating too many Cinnabons and then vomiting and then eating the vomit.	GREEN
2017	Seizing control of the means of production.	GREEN
2018	Misogyny.	GREEN
2019	Thinking about what eating even is.	GREEN
2020	Dropping dead in a Sbarro's bathroom and not being found for 72 hours.	GREEN
2021	Sucking each other's penises for hours on end.	GREEN
2022	Awesome pictures of planets and stuff.	GREEN
2023	Microaggressions.	GREEN
2024	Pretending to be one of the guys but actually being the spider god.	GREEN
2025	Fucking my therapist.	GREEN
2026	Having sex with a beautiful person.	GREEN
2027	Moon people.	GREEN
2028	Jason, the teen mayor.	GREEN
2029	Quinoa.	GREEN
2030	China.	GREEN
2031	Menopause.	GREEN
2032	My dog dying.	GREEN
2033	A gun that shoots cobras.	GREEN
2034	Reaching an age where barbecue chips are better than sex.	GREEN
2035	Going around pulling people's tampons out.	GREEN
2036	Playing my asshole like a trumpet.	GREEN
2037	Getting blasted in the face by a t-shirt cannon.	GREEN
2038	Getting naked too soon.	GREEN
2039	Pamela Anderson's boobs running in slow motion.	90s
2040	A bus that will explode if it goes under 50 miles per hour.	90s
2042	Jerking off to a 10-second RealMedia clip.	90s
2043	Pizza in the morning, pizza in the evening, pizza at supper time.	90s
2044	Stabbing the shit out of a Capri Sun.	90s
2045	Angels interfering in an otherwise fair baseball game.	90s
2046	Sucking the President's dick.	90s
2047	Sunny D! Alright!	90s
2048	The Great Cornholio.	90s
2049	Painting with all the colors of the wind.	90s
2050	Cool 90s up-in-the-front hair.	90s
2051	The Y2K bug.	90s
2052	A mulatto, an albino, a mosquito, and my libido.	90s
2053	Liking big butts and not being able to lie about it.	90s
2054	Deregulating the mortgage market.	90s
2055	Kurt Cobain's death.	90s
2056	A threesome with 1996 Denise Richards and 1999 Denise Richards.	90s
2057	Freeing Willy.	90s
2058	Several Michael Keatons.	90s
2059	Patti Mayonnaise.	90s
2060	Wearing Nicolas Cage's face.	90s
2061	Log.&trade;	90s
2062	Santa's heavy sack.	❄2012
2063	Donald Trump holding his nose while he eats pussy.	V4HIL
2064	Black lives mattering.	V4HIL
2065	Kicking the middle class in the balls with a regressive tax code.	V4HIL
2066	Slapping Ted Cruz over and over.	V4HIL
2067	Eating the president's pussy.	V4HIL
2068	Keeping the government out of my vagina.	V4HIL
2069	The fact that Hillary Clinton is a woman.	V4HIL
2070	Increasing economic inequality and political polarization.	V4HIL
2071	The Bernie Sanders revolution.	V4HIL
2072	A beautiful, ever-expanding circle of inclusivity that will never include Republicans.	V4HIL
2073	Letting Bernie Sanders rest his world-weary head on your lap.	V4HIL
2074	The systemic disenfranchisement of black voters.	V4HIL
2075	Eating an entire snowman.	❄2013
2076	A Christmas stocking full of coleslaw.	❄2013
2077	Elf cum.	❄2013
2078	Giving money and personal information to strangers on the Internet.	❄2013
2079	The royal afterbirth.	❄2013
2080	A magical tablet containing a world of unlimited pornography.	❄2013
2081	A toxic family environment.	❄2013
2082	Breeding elves for their priceless semen.	❄2013
2083	Clearing a bloody path through Walmart with a scimitar.	❄2013
2084	Slicing a ham in icy silence.	❄2013
2085	A simultaneous nightmare and wet dream starring Sigourney Weaver.	❄2013
2086	A visually arresting turtleneck.	❄2013
2087	The shittier, Jewish version of Christmas.	❄2013
2088	Gift-wrapping a live hamster.	❄2013
2089	Moses gargling Jesus's balls while Shiva and the Buddha penetrate his divine hand holes.	❄2013
2090	Socks.	❄2013
2091	These low, low prices!	❄2013
2092	Finding out that Santa isn't real.	❄2013
2093	The tiny, calloused hands of the Chinese children that made this card.	❄2013
2094	The Star Wars Holiday Special.	❄2013
2095	Rudolph's bright red balls.	❄2013
2096	Jizzing into Santa's beard.	❄2013
2097	Being blind and deaf and having no limbs.	❄2013
2098	My hot cousin.	❄2013
2099	Mall Santa.	❄2013
2100	The Hawaiian goddess Kapo and her flying detachable vagina.	❄2013
2101	Taking down Santa with a surface-to-air missile.	❄2013
2102	Pretending to be happy.	❄2013
2103	Fucking up "Silent Night" in front of 300 parents.	❄2013
2104	Krampus, the Austrian Christmas monster.	❄2013
2105	Several intertwining love stories featuring Hugh Grant.	❄2013
2106	Space Jam on VHS.	❄2013
2107	Swapping bodies with mom for a day.	❄2013
2108	Another shitty year.	❄2013
2109	Immaculate conception.	❄2013
2110	People with cake in their mouths talking about how good cake is.	❄2013
2111	Piece of shit Christmas cards with no money in them.	❄2013
2112	Congress's flaccid penises withering away beneath their suit pants.	❄2013
2113	Having a strong opinion about Obamacare.	❄2013
2114	Whatever Kwanzaa is supposed to be about.	❄2013
